"Station","Period","Date","SpeciesCode","Replicates","CoverMean","CoverSE"
1,1,"08/25/80",0566,10,0.0000,0.0000
1,1,"08/25/80",0567,10,0.0000,0.0000
1,1,"08/25/80",0568,10,0.0000,0.0000
1,1,"08/25/80",0570,10,0.0000,0.0000
1,1,"08/25/80",0571,10,0.0000,0.0000
1,1,"08/25/80",0572,10,0.0000,0.0000
1,1,"08/25/80",0573,10,0.0000,0.0000
1,1,"08/25/80",0574,10,0.0000,0.0000
1,1,"08/25/80",0575,10,0.0000,0.0000
1,1,"08/25/80",0577,10,0.0000,0.0000
1,1,"08/25/80",0579,10,0.0000,0.0000
1,1,"08/25/80",0580,10,0.0000,0.0000
1,1,"08/25/80",0581,10,0.0000,0.0000
1,1,"08/25/80",0582,10,0.0000,0.0000
1,1,"08/25/80",0583,10,0.0000,0.0000
1,1,"08/25/80",0584,10,0.0000,0.0000
1,1,"08/25/80",0585,10,0.0000,0.0000
1,1,"08/25/80",0586,10,0.0000,0.0000
1,1,"08/25/80",0587,10,0.0000,0.0000
1,1,"08/25/80",0589,10,0.0000,0.0000
1,1,"08/25/80",0590,10,0.0000,0.0000
1,1,"08/25/80",0591,10,0.0000,0.0000
1,1,"08/25/80",0593,10,0.0000,0.0000
1,1,"08/25/80",0595,10,0.0000,0.0000
1,1,"08/25/80",0603,10,0.0000,0.0000
1,1,"08/25/80",0607,10,0.0000,0.0000
1,1,"08/25/80",0608,10,0.0000,0.0000
1,1,"08/25/80",0609,10,0.0000,0.0000
1,1,"08/25/80",0612,10,0.0000,0.0000
1,1,"08/25/80",0616,10,0.0000,0.0000
1,1,"08/25/80",0617,10,0.0000,0.0000
1,2,"04/25/81",0000,10,11.5000,3.0777
1,2,"04/25/81",0002,10,0.0000,0.0000
1,2,"04/25/81",0012,10,0.5000,0.5000
1,2,"04/25/81",0025,10,0.0000,0.0000
1,2,"04/25/81",0029,10,0.0000,0.0000
1,2,"04/25/81",0030,10,0.0000,0.0000
1,2,"04/25/81",0045,10,0.0000,0.0000
1,2,"04/25/81",0046,10,0.0000,0.0000
1,2,"04/25/81",0047,10,0.5000,0.5000
1,2,"04/25/81",0048,10,0.5000,0.5000
1,2,"04/25/81",0049,10,0.5000,0.5000
1,2,"04/25/81",0050,10,0.0000,0.0000
1,2,"04/25/81",0051,10,2.0000,0.8165
1,2,"04/25/81",0052,10,0.0000,0.0000
1,2,"04/25/81",0053,10,0.0000,0.0000
1,2,"04/25/81",0054,10,0.0000,0.0000
1,2,"04/25/81",0055,10,0.5000,0.5000
1,2,"04/25/81",0056,10,0.0000,0.0000
1,2,"04/25/81",0057,10,0.0000,0.0000
1,2,"04/25/81",0058,10,0.0000,0.0000
1,2,"04/25/81",0059,10,0.0000,0.0000
1,2,"04/25/81",0060,10,0.5000,0.5000
1,2,"04/25/81",0061,10,0.0000,0.0000
1,2,"04/25/81",0062,10,0.0000,0.0000
1,2,"04/25/81",0063,10,0.0000,0.0000
1,2,"04/25/81",0064,10,0.5000,0.5000
1,2,"04/25/81",0065,10,0.5000,0.5000
1,2,"04/25/81",0069,10,0.0000,0.0000
1,2,"04/25/81",0070,10,0.0000,0.0000
1,2,"04/25/81",0072,10,0.0000,0.0000
1,2,"04/25/81",0073,10,0.0000,0.0000
1,2,"04/25/81",0074,10,1.5000,1.5000
1,2,"04/25/81",0076,10,0.0000,0.0000
1,2,"04/25/81",0077,10,0.0000,0.0000
1,2,"04/25/81",0078,10,0.0000,0.0000
1,2,"04/25/81",0079,10,0.0000,0.0000
1,2,"04/25/81",0080,10,0.0000,0.0000
1,2,"04/25/81",0082,10,0.0000,0.0000
1,2,"04/25/81",0083,10,0.0000,0.0000
1,2,"04/25/81",0084,10,0.0000,0.0000
1,2,"04/25/81",0086,10,0.0000,0.0000
1,2,"04/25/81",0087,10,2.5000,1.1180
1,2,"04/25/81",0088,10,0.0000,0.0000
1,2,"04/25/81",0091,10,0.0000,0.0000
1,2,"04/25/81",0096,10,0.0000,0.0000
1,2,"04/25/81",0097,10,0.0000,0.0000
1,2,"04/25/81",0098,10,0.0000,0.0000
1,2,"04/25/81",0099,10,0.0000,0.0000
1,2,"04/25/81",0100,10,0.0000,0.0000
1,2,"04/25/81",0101,10,2.0000,1.5275
1,2,"04/25/81",0102,10,0.0000,0.0000
1,2,"04/25/81",0103,10,0.0000,0.0000
1,2,"04/25/81",0104,10,0.0000,0.0000
1,2,"04/25/81",0105,10,0.0000,0.0000
1,2,"04/25/81",0107,10,0.0000,0.0000
1,2,"04/25/81",0108,10,0.0000,0.0000
1,2,"04/25/81",0109,10,0.5000,0.5000
1,2,"04/25/81",0110,10,2.5000,1.5366
1,2,"04/25/81",0111,10,0.0000,0.0000
1,2,"04/25/81",0113,10,0.0000,0.0000
1,2,"04/25/81",0114,10,0.0000,0.0000
1,2,"04/25/81",0116,10,0.0000,0.0000
1,2,"04/25/81",0117,10,0.0000,0.0000
1,2,"04/25/81",0118,10,0.0000,0.0000
1,2,"04/25/81",0119,10,0.0000,0.0000
1,2,"04/25/81",0121,10,0.0000,0.0000
1,2,"04/25/81",0122,10,0.0000,0.0000
1,2,"04/25/81",0123,10,0.0000,0.0000
1,2,"04/25/81",0127,10,0.0000,0.0000
1,2,"04/25/81",0128,10,0.0000,0.0000
1,2,"04/25/81",0129,10,0.0000,0.0000
1,2,"04/25/81",0130,10,0.0000,0.0000
1,2,"04/25/81",0131,10,0.0000,0.0000
1,2,"04/25/81",0132,10,0.0000,0.0000
1,2,"04/25/81",0134,10,0.0000,0.0000
1,2,"04/25/81",0135,10,0.0000,0.0000
1,2,"04/25/81",0138,10,0.0000,0.0000
1,2,"04/25/81",0139,10,0.0000,0.0000
1,2,"04/25/81",0140,10,0.0000,0.0000
1,2,"04/25/81",0141,10,0.0000,0.0000
1,2,"04/25/81",0142,10,0.0000,0.0000
1,2,"04/25/81",0143,10,0.0000,0.0000
1,2,"04/25/81",0147,10,0.0000,0.0000
1,2,"04/25/81",0148,10,0.0000,0.0000
1,2,"04/25/81",0150,10,0.0000,0.0000
1,2,"04/25/81",0151,10,0.0000,0.0000
1,2,"04/25/81",0500,10,0.5000,0.5000
1,2,"04/25/81",0501,10,0.0000,0.0000
1,2,"04/25/81",0502,10,0.0000,0.0000
1,2,"04/25/81",0503,10,14.5000,3.1136
1,2,"04/25/81",0507,10,0.0000,0.0000
1,2,"04/25/81",0510,10,0.0000,0.0000
1,2,"04/25/81",0516,10,0.0000,0.0000
1,2,"04/25/81",0519,10,0.0000,0.0000
1,2,"04/25/81",0521,10,0.0000,0.0000
1,2,"04/25/81",0522,10,0.0000,0.0000
1,2,"04/25/81",0526,10,5.5000,2.1667
1,2,"04/25/81",0527,10,0.0000,0.0000
1,2,"04/25/81",0530,10,9.5000,3.0231
1,2,"04/25/81",0533,10,0.0000,0.0000
1,2,"04/25/81",0535,10,0.0000,0.0000
1,2,"04/25/81",0536,10,0.0000,0.0000
1,2,"04/25/81",0540,10,0.0000,0.0000
1,2,"04/25/81",0541,10,0.0000,0.0000
1,2,"04/25/81",0542,10,13.0000,4.4845
1,2,"04/25/81",0543,10,0.0000,0.0000
1,2,"04/25/81",0544,10,0.0000,0.0000
1,2,"04/25/81",0549,10,0.0000,0.0000
1,2,"04/25/81",0550,10,1.0000,0.6667
1,2,"04/25/81",0551,10,0.0000,0.0000
1,2,"04/25/81",0553,10,12.5000,6.1577
1,2,"04/25/81",0554,10,11.5000,3.2532
1,2,"04/25/81",0555,10,0.0000,0.0000
1,2,"04/25/81",0556,10,17.5000,7.0809
1,2,"04/25/81",0557,10,6.5000,3.3375
1,2,"04/25/81",0558,10,1.0000,1.0000
1,2,"04/25/81",0559,10,0.0000,0.0000
1,2,"04/25/81",0560,10,16.0000,4.3333
1,2,"04/25/81",0561,10,32.5000,4.6098
1,2,"04/25/81",0562,10,1.0000,0.6667
1,2,"04/25/81",0563,10,6.5000,4.5369
1,2,"04/25/81",0564,10,0.0000,0.0000
1,2,"04/25/81",0565,10,7.5000,2.7131
1,2,"04/25/81",0566,10,0.0000,0.0000
1,2,"04/25/81",0567,10,0.0000,0.0000
1,2,"04/25/81",0568,10,0.0000,0.0000
1,2,"04/25/81",0570,10,0.0000,0.0000
1,2,"04/25/81",0571,10,0.0000,0.0000
1,2,"04/25/81",0572,10,0.5000,0.5000
1,2,"04/25/81",0573,10,0.0000,0.0000
1,2,"04/25/81",0574,10,0.0000,0.0000
1,2,"04/25/81",0575,10,12.0000,9.1652
1,2,"04/25/81",0577,10,0.0000,0.0000
1,2,"04/25/81",0579,10,1.5000,1.5000
1,2,"04/25/81",0580,10,0.5000,0.5000
1,2,"04/25/81",0581,10,0.0000,0.0000
1,2,"04/25/81",0582,10,0.0000,0.0000
1,2,"04/25/81",0583,10,0.0000,0.0000
1,2,"04/25/81",0584,10,0.0000,0.0000
1,2,"04/25/81",0585,10,0.0000,0.0000
1,2,"04/25/81",0586,10,0.0000,0.0000
1,2,"04/25/81",0587,10,0.0000,0.0000
1,2,"04/25/81",0589,10,0.0000,0.0000
1,2,"04/25/81",0590,10,0.0000,0.0000
1,2,"04/25/81",0591,10,0.0000,0.0000
1,2,"04/25/81",0593,10,0.0000,0.0000
1,2,"04/25/81",0595,10,0.0000,0.0000
1,2,"04/25/81",0603,10,0.0000,0.0000
1,2,"04/25/81",0607,10,0.0000,0.0000
1,2,"04/25/81",0608,10,0.0000,0.0000
1,2,"04/25/81",0609,10,0.0000,0.0000
1,2,"04/25/81",0612,10,0.0000,0.0000
1,2,"04/25/81",0616,10,0.0000,0.0000
1,2,"04/25/81",0617,10,0.0000,0.0000
1,3,"10/24/81",0000,10,13.5000,5.1667
1,3,"10/24/81",0002,10,0.0000,0.0000
1,3,"10/24/81",0012,10,0.0000,0.0000
1,3,"10/24/81",0025,10,0.0000,0.0000
1,3,"10/24/81",0029,10,0.0000,0.0000
1,3,"10/24/81",0030,10,0.0000,0.0000
1,3,"10/24/81",0045,10,0.0000,0.0000
1,3,"10/24/81",0046,10,0.0000,0.0000
1,3,"10/24/81",0047,10,0.0000,0.0000
1,3,"10/24/81",0048,10,0.5000,0.5000
1,3,"10/24/81",0049,10,0.0000,0.0000
1,3,"10/24/81",0050,10,0.5000,0.5000
1,3,"10/24/81",0051,10,3.5000,1.6750
1,3,"10/24/81",0052,10,0.0000,0.0000
1,3,"10/24/81",0053,10,0.0000,0.0000
1,3,"10/24/81",0054,10,0.0000,0.0000
1,3,"10/24/81",0055,10,0.0000,0.0000
1,3,"10/24/81",0056,10,0.0000,0.0000
1,3,"10/24/81",0057,10,0.0000,0.0000
1,3,"10/24/81",0058,10,0.0000,0.0000
1,3,"10/24/81",0059,10,0.0000,0.0000
1,3,"10/24/81",0060,10,0.5000,0.5000
1,3,"10/24/81",0061,10,0.0000,0.0000
1,3,"10/24/81",0062,10,0.0000,0.0000
1,3,"10/24/81",0063,10,0.0000,0.0000
1,3,"10/24/81",0064,10,0.0000,0.0000
1,3,"10/24/81",0065,10,0.0000,0.0000
1,3,"10/24/81",0069,10,0.0000,0.0000
1,3,"10/24/81",0070,10,0.0000,0.0000
1,3,"10/24/81",0072,10,0.5000,0.5000
1,3,"10/24/81",0073,10,0.0000,0.0000
1,3,"10/24/81",0074,10,0.0000,0.0000
1,3,"10/24/81",0076,10,0.0000,0.0000
1,3,"10/24/81",0077,10,0.0000,0.0000
1,3,"10/24/81",0078,10,0.0000,0.0000
1,3,"10/24/81",0079,10,0.0000,0.0000
1,3,"10/24/81",0080,10,0.0000,0.0000
1,3,"10/24/81",0082,10,0.0000,0.0000
1,3,"10/24/81",0083,10,0.0000,0.0000
1,3,"10/24/81",0084,10,0.0000,0.0000
1,3,"10/24/81",0086,10,0.0000,0.0000
1,3,"10/24/81",0087,10,0.5000,0.5000
1,3,"10/24/81",0088,10,0.0000,0.0000
1,3,"10/24/81",0091,10,0.0000,0.0000
1,3,"10/24/81",0096,10,0.0000,0.0000
1,3,"10/24/81",0097,10,0.0000,0.0000
1,3,"10/24/81",0098,10,0.0000,0.0000
1,3,"10/24/81",0099,10,0.0000,0.0000
1,3,"10/24/81",0100,10,0.0000,0.0000
1,3,"10/24/81",0101,10,0.0000,0.0000
1,3,"10/24/81",0102,10,0.0000,0.0000
1,3,"10/24/81",0103,10,0.0000,0.0000
1,3,"10/24/81",0104,10,1.0000,0.6667
1,3,"10/24/81",0105,10,0.0000,0.0000
1,3,"10/24/81",0107,10,0.0000,0.0000
1,3,"10/24/81",0108,10,0.0000,0.0000
1,3,"10/24/81",0109,10,1.5000,0.7638
1,3,"10/24/81",0110,10,0.0000,0.0000
1,3,"10/24/81",0111,10,0.0000,0.0000
1,3,"10/24/81",0113,10,0.0000,0.0000
1,3,"10/24/81",0114,10,0.0000,0.0000
1,3,"10/24/81",0116,10,0.0000,0.0000
1,3,"10/24/81",0117,10,0.0000,0.0000
1,3,"10/24/81",0118,10,0.0000,0.0000
1,3,"10/24/81",0119,10,0.0000,0.0000
1,3,"10/24/81",0121,10,0.0000,0.0000
1,3,"10/24/81",0122,10,0.0000,0.0000
1,3,"10/24/81",0123,10,0.0000,0.0000
1,3,"10/24/81",0127,10,0.0000,0.0000
1,3,"10/24/81",0128,10,0.0000,0.0000
1,3,"10/24/81",0129,10,0.0000,0.0000
1,3,"10/24/81",0130,10,0.0000,0.0000
1,3,"10/24/81",0131,10,0.0000,0.0000
1,3,"10/24/81",0132,10,0.0000,0.0000
1,3,"10/24/81",0134,10,0.0000,0.0000
1,3,"10/24/81",0135,10,0.0000,0.0000
1,3,"10/24/81",0138,10,0.0000,0.0000
1,3,"10/24/81",0139,10,0.0000,0.0000
1,3,"10/24/81",0140,10,0.0000,0.0000
1,3,"10/24/81",0141,10,0.0000,0.0000
1,3,"10/24/81",0142,10,0.0000,0.0000
1,3,"10/24/81",0143,10,0.0000,0.0000
1,3,"10/24/81",0147,10,0.0000,0.0000
1,3,"10/24/81",0148,10,0.0000,0.0000
1,3,"10/24/81",0150,10,0.0000,0.0000
1,3,"10/24/81",0151,10,0.0000,0.0000
1,3,"10/24/81",0500,10,0.0000,0.0000
1,3,"10/24/81",0501,10,0.0000,0.0000
1,3,"10/24/81",0502,10,0.0000,0.0000
1,3,"10/24/81",0503,10,32.5000,6.8007
1,3,"10/24/81",0507,10,0.0000,0.0000
1,3,"10/24/81",0510,10,0.0000,0.0000
1,3,"10/24/81",0516,10,0.0000,0.0000
1,3,"10/24/81",0519,10,0.0000,0.0000
1,3,"10/24/81",0521,10,0.0000,0.0000
1,3,"10/24/81",0522,10,0.0000,0.0000
1,3,"10/24/81",0526,10,9.0000,2.3333
1,3,"10/24/81",0527,10,0.0000,0.0000
1,3,"10/24/81",0530,10,0.5000,0.5000
1,3,"10/24/81",0533,10,0.0000,0.0000
1,3,"10/24/81",0535,10,0.0000,0.0000
1,3,"10/24/81",0536,10,0.0000,0.0000
1,3,"10/24/81",0540,10,0.0000,0.0000
1,3,"10/24/81",0541,10,0.0000,0.0000
1,3,"10/24/81",0542,10,8.0000,3.7417
1,3,"10/24/81",0543,10,0.0000,0.0000
1,3,"10/24/81",0544,10,0.0000,0.0000
1,3,"10/24/81",0549,10,0.0000,0.0000
1,3,"10/24/81",0550,10,0.5000,0.5000
1,3,"10/24/81",0551,10,0.0000,0.0000
1,3,"10/24/81",0553,10,7.0000,3.8873
1,3,"10/24/81",0554,10,4.0000,2.3333
1,3,"10/24/81",0555,10,1.5000,0.7638
1,3,"10/24/81",0556,10,30.0000,10.6458
1,3,"10/24/81",0557,10,7.0000,4.6667
1,3,"10/24/81",0558,10,0.5000,0.5000
1,3,"10/24/81",0559,10,0.0000,0.0000
1,3,"10/24/81",0560,10,14.5000,5.2941
1,3,"10/24/81",0561,10,20.5000,4.6815
1,3,"10/24/81",0562,10,0.5000,0.5000
1,3,"10/24/81",0563,10,0.5000,0.5000
1,3,"10/24/81",0564,10,0.0000,0.0000
1,3,"10/24/81",0565,10,1.0000,0.6667
1,3,"10/24/81",0566,10,0.0000,0.0000
1,3,"10/24/81",0567,10,0.0000,0.0000
1,3,"10/24/81",0568,10,0.0000,0.0000
1,3,"10/24/81",0570,10,0.0000,0.0000
1,3,"10/24/81",0571,10,0.0000,0.0000
1,3,"10/24/81",0572,10,0.0000,0.0000
1,3,"10/24/81",0573,10,0.0000,0.0000
1,3,"10/24/81",0574,10,2.0000,1.1055
1,3,"10/24/81",0575,10,12.0000,6.8799
1,3,"10/24/81",0577,10,0.0000,0.0000
1,3,"10/24/81",0579,10,0.0000,0.0000
1,3,"10/24/81",0580,10,0.0000,0.0000
1,3,"10/24/81",0581,10,0.0000,0.0000
1,3,"10/24/81",0582,10,0.0000,0.0000
1,3,"10/24/81",0583,10,0.0000,0.0000
1,3,"10/24/81",0584,10,0.0000,0.0000
1,3,"10/24/81",0585,10,0.0000,0.0000
1,3,"10/24/81",0586,10,0.0000,0.0000
1,3,"10/24/81",0587,10,0.0000,0.0000
1,3,"10/24/81",0589,10,0.0000,0.0000
1,3,"10/24/81",0590,10,0.0000,0.0000
1,3,"10/24/81",0591,10,0.0000,0.0000
1,3,"10/24/81",0593,10,0.0000,0.0000
1,3,"10/24/81",0595,10,0.0000,0.0000
1,3,"10/24/81",0603,10,0.0000,0.0000
1,3,"10/24/81",0607,10,0.0000,0.0000
1,3,"10/24/81",0608,10,0.0000,0.0000
1,3,"10/24/81",0609,10,0.0000,0.0000
1,3,"10/24/81",0612,10,0.0000,0.0000
1,3,"10/24/81",0616,10,0.0000,0.0000
1,3,"10/24/81",0617,10,0.0000,0.0000
1,4,"04/29/82",0000,10,9.5000,3.0231
1,4,"04/29/82",0002,10,0.0000,0.0000
1,4,"04/29/82",0012,10,0.0000,0.0000
1,4,"04/29/82",0025,10,0.0000,0.0000
1,4,"04/29/82",0029,10,0.0000,0.0000
1,4,"04/29/82",0030,10,0.0000,0.0000
1,4,"04/29/82",0045,10,0.0000,0.0000
1,4,"04/29/82",0046,10,0.0000,0.0000
1,4,"04/29/82",0047,10,1.5000,1.0672
1,4,"04/29/82",0048,10,0.0000,0.0000
1,4,"04/29/82",0049,10,0.0000,0.0000
1,4,"04/29/82",0050,10,0.0000,0.0000
1,4,"04/29/82",0051,10,2.5000,1.5366
1,4,"04/29/82",0052,10,0.0000,0.0000
1,4,"04/29/82",0053,10,0.0000,0.0000
1,4,"04/29/82",0054,10,0.0000,0.0000
1,4,"04/29/82",0055,10,0.0000,0.0000
1,4,"04/29/82",0056,10,1.0000,0.6667
1,4,"04/29/82",0057,10,0.0000,0.0000
1,4,"04/29/82",0058,10,0.0000,0.0000
1,4,"04/29/82",0059,10,0.0000,0.0000
1,4,"04/29/82",0060,10,0.0000,0.0000
1,4,"04/29/82",0061,10,0.0000,0.0000
1,4,"04/29/82",0062,10,0.0000,0.0000
1,4,"04/29/82",0063,10,0.0000,0.0000
1,4,"04/29/82",0064,10,0.0000,0.0000
1,4,"04/29/82",0065,10,0.5000,0.5000
1,4,"04/29/82",0069,10,0.0000,0.0000
1,4,"04/29/82",0070,10,0.0000,0.0000
1,4,"04/29/82",0072,10,0.0000,0.0000
1,4,"04/29/82",0073,10,0.5000,0.5000
1,4,"04/29/82",0074,10,1.0000,1.0000
1,4,"04/29/82",0076,10,2.0000,1.1055
1,4,"04/29/82",0077,10,0.0000,0.0000
1,4,"04/29/82",0078,10,0.0000,0.0000
1,4,"04/29/82",0079,10,0.0000,0.0000
1,4,"04/29/82",0080,10,0.0000,0.0000
1,4,"04/29/82",0082,10,0.0000,0.0000
1,4,"04/29/82",0083,10,0.0000,0.0000
1,4,"04/29/82",0084,10,0.5000,0.5000
1,4,"04/29/82",0086,10,0.0000,0.0000
1,4,"04/29/82",0087,10,0.0000,0.0000
1,4,"04/29/82",0088,10,0.5000,0.5000
1,4,"04/29/82",0091,10,0.0000,0.0000
1,4,"04/29/82",0096,10,0.0000,0.0000
1,4,"04/29/82",0097,10,0.0000,0.0000
1,4,"04/29/82",0098,10,0.0000,0.0000
1,4,"04/29/82",0099,10,0.0000,0.0000
1,4,"04/29/82",0100,10,0.0000,0.0000
1,4,"04/29/82",0101,10,0.0000,0.0000
1,4,"04/29/82",0102,10,0.0000,0.0000
1,4,"04/29/82",0103,10,0.0000,0.0000
1,4,"04/29/82",0104,10,1.5000,0.7638
1,4,"04/29/82",0105,10,0.0000,0.0000
1,4,"04/29/82",0107,10,1.0000,1.0000
1,4,"04/29/82",0108,10,1.0000,1.0000
1,4,"04/29/82",0109,10,1.5000,0.7638
1,4,"04/29/82",0110,10,1.0000,1.0000
1,4,"04/29/82",0111,10,0.0000,0.0000
1,4,"04/29/82",0113,10,0.0000,0.0000
1,4,"04/29/82",0114,10,0.0000,0.0000
1,4,"04/29/82",0116,10,0.0000,0.0000
1,4,"04/29/82",0117,10,0.0000,0.0000
1,4,"04/29/82",0118,10,0.0000,0.0000
1,4,"04/29/82",0119,10,0.0000,0.0000
1,4,"04/29/82",0121,10,0.0000,0.0000
1,4,"04/29/82",0122,10,0.0000,0.0000
1,4,"04/29/82",0123,10,0.0000,0.0000
1,4,"04/29/82",0127,10,0.0000,0.0000
1,4,"04/29/82",0128,10,0.0000,0.0000
1,4,"04/29/82",0129,10,0.0000,0.0000
1,4,"04/29/82",0130,10,0.0000,0.0000
1,4,"04/29/82",0131,10,0.0000,0.0000
